Wall time,Step,Value
1607144607.287445,18,0.029536928981542587
1607144622.623875,42,0.029536467045545578
1607144624.528535,45,0.029536399990320206
1607144631.486152,56,0.029536159709095955
1607144641.090118,71,0.029535921290516853
1607144655.672087,94,0.029536878690123558
1607144694.640045,155,0.029543526470661163
1607144696.606636,158,0.029543986544013023
1607144702.305995,167,0.029545271769165993
1607144741.717049,229,0.0295578520745039
1607144744.929447,234,0.029558511450886726
1607144758.375676,255,0.029562925919890404
1607144766.061916,267,0.029565103352069855
1607144769.885547,273,0.02956600859761238
1607144792.316952,308,0.02957521751523018
1607144793.604684,310,0.029575875028967857
1607144798.692662,318,0.029578084126114845
1607144817.316671,347,0.029589897021651268
1607144830.361636,367,0.029595952481031418
1607144865.067598,421,0.029614096507430077
1607144878.675326,442,0.02962248958647251
1607144890.360435,460,0.029631776735186577
1607144899.315604,474,0.029640207067131996
1607144938.877477,536,0.029671557247638702
1607144956.107985,563,0.029684271663427353
1607144966.445716,579,0.0296898502856493
1607144970.971117,586,0.029692422598600388
1607144971.631051,587,0.02969282492995262
1607144992.85058,620,0.029705246910452843
1607145001.90953,634,0.02971492148935795
1607145007.090486,642,0.029719341546297073
1607145010.342123,647,0.029722753912210464
1607145019.345157,661,0.029731040820479393
1607145025.784179,671,0.029738739132881165
1607145053.408447,714,0.02977016381919384
1607145058.513471,722,0.02977517433464527
1607145063.61068,730,0.029779309406876564
1607145080.305248,756,0.029801923781633377
1607145086.152026,765,0.029808638617396355
1607145088.752228,769,0.029810801148414612
1607145090.09772,771,0.02981187403202057
1607145099.025157,785,0.029819324612617493
1607145100.31335,787,0.029820216819643974
1607145104.77498,794,0.029824234545230865
1607145109.983646,802,0.02983000874519348
1607145113.880892,808,0.02983536198735237
1607145131.905273,836,0.029863571748137474
1607145202.129095,945,0.029993955045938492
1607145213.01906,962,0.030013112351298332
1607145218.849607,971,0.030024023726582527
1607145219.482045,972,0.03002530336380005
1607145223.329638,978,0.03003162145614624
1607145227.181412,984,0.030037499964237213
1607145239.130677,1002,0.030054140836000443
1607145241.078287,1005,0.030057381838560104
1607145246.868267,1014,0.030064977705478668
1607145278.268766,1063,0.030126692727208138
1607145280.162197,1066,0.030131245031952858
1607145283.956346,1072,0.03013952076435089
1607145287.774913,1078,0.030146168544888496
1607145297.322472,1093,0.03016357123851776
1607145301.159733,1099,0.030172262340784073
1607145304.375011,1104,0.030178794637322426
1607145337.829472,1156,0.030253224074840546
1607145341.052284,1161,0.030259350314736366
1607145341.700199,1162,0.03026057593524456
1607145353.306481,1180,0.030278950929641724
1607145361.629942,1193,0.030292633920907974
1607145394.331513,1244,0.030368944630026817
1607145405.305703,1261,0.030394049361348152
1607145418.160425,1281,0.030420061200857162
1607145440.736196,1316,0.030466396361589432
1607145442.662803,1319,0.030470091849565506
1607145451.598058,1333,0.030494483187794685
1607145454.167359,1337,0.030504485592246056
1607145485.055958,1385,0.030572040006518364
1607145489.58244,1392,0.03057868406176567
1607145503.741414,1414,0.03060319647192955
1607145511.42163,1426,0.030635034665465355
1607145517.981342,1436,0.030669933184981346
1607145537.24385,1466,0.03074651211500168
1607145544.386013,1477,0.03076900914311409
1607145549.49886,1485,0.030782531946897507
1607145553.361123,1491,0.030792174860835075
1607145574.021378,1523,0.030844179913401604
1607145592.78497,1552,0.03088848851621151
1607145603.12666,1568,0.03091675601899624
1607145613.458839,1584,0.03094571828842163
1607145616.029996,1588,0.030955685302615166
1607145627.09549,1605,0.030998526141047478
1607145649.516182,1640,0.031059063971042633
1607145676.674933,1682,0.031106282025575638
1607145682.502137,1691,0.031119054183363914
1607145686.332391,1697,0.031127966940402985
1607145689.535743,1702,0.031134171411395073
1607145694.112105,1709,0.03114522062242031
1607145700.025965,1718,0.031163496896624565
1607145709.055587,1732,0.03120517171919346
1607145710.357259,1734,0.031210705637931824
1607145712.312818,1737,0.031217845156788826
1607145718.1264,1746,0.03123706579208374
1607145740.666944,1781,0.031306661665439606
1607145769.540496,1826,0.03139196336269379
1607145781.051788,1844,0.03142593428492546
1607145786.727394,1853,0.03144465386867523
1607145795.016367,1866,0.03148111328482628
1607145796.903561,1869,0.03148958832025528
1607145802.081557,1877,0.031508445739746094
1607145827.869321,1917,0.031583454459905624
1607145838.772329,1934,0.031625472009181976
1607145845.246166,1944,0.031649187207221985
1607145847.146454,1947,0.03165717050433159
1607145860.05978,1967,0.031714510172605515
1607145870.444016,1983,0.03175294026732445
1607145882.418918,2001,0.03178820759057999
1607145890.240872,2013,0.0318099670112133
1607145905.09286,2036,0.03186690807342529
1607145928.833672,2073,0.031985945999622345
1607145930.798998,2076,0.03199359029531479
1607145931.469282,2077,0.031996119767427444
1607145936.609215,2085,0.032014697790145874
1607145939.174294,2089,0.03202338144183159
1607145943.701705,2096,0.0320371575653553
1607145977.680551,2149,0.03216947242617607
1607145982.245547,2156,0.032194215804338455
1607145988.075914,2165,0.032224662601947784
1607146002.145557,2187,0.03228963166475296
1607146004.739914,2191,0.032299067825078964
1607146009.88887,2199,0.032318685203790665
1607146015.073449,2207,0.032338351011276245
1607146017.661747,2211,0.03234868869185448
1607146030.426611,2231,0.03240140900015831
1607146033.621929,2236,0.03241167962551117
1607146034.2514,2237,0.03241342678666115
1607146037.498914,2242,0.032424017786979675
1607146047.229193,2257,0.032450754195451736
1607146050.410992,2262,0.032460082322359085
1607146062.709233,2281,0.03249280899763107
1607146072.9507,2297,0.032517608255147934
1607146079.391666,2307,0.032530006021261215
1607146087.109923,2319,0.03254346549510956
1607146103.883515,2345,0.032574109733104706
1607146109.649073,2354,0.03258441761136055
1607146132.396754,2389,0.03263700008392334
1607146133.036886,2390,0.03264020383358002
1607146134.299052,2392,0.032647036015987396
1607146162.546492,2436,0.03278852254152298
1607146167.710314,2444,0.03280769661068916
1607146173.516147,2453,0.032828476279973984
1607146174.780493,2455,0.032832514494657516
1607146177.982604,2460,0.03284093737602234
1607146194.002112,2485,0.03288162872195244
1607146194.674777,2486,0.03288399428129196
1607146201.115153,2496,0.032903920859098434
1607146202.390462,2498,0.03290674090385437
1607146205.666776,2503,0.03291347250342369
1607146214.664411,2517,0.03293183818459511
1607146218.499082,2523,0.032938819378614426
1607146224.292238,2532,0.03295159339904785
1607146233.969007,2547,0.03297434747219086
1607146237.810964,2553,0.03298764303326607
1607146271.620128,2606,0.03310421109199524
1607146282.616835,2623,0.03314722701907158
1607146322.791952,2685,0.03327019512653351
1607146326.080459,2690,0.03327617421746254
1607146334.476267,2703,0.03329465538263321
1607146358.275545,2740,0.03337019309401512
1607146367.333767,2754,0.03339141234755516
1607146389.763051,2789,0.03344808518886566
1607146443.056613,2872,0.03365454450249672
1607146454.546372,2890,0.03370034322142601
1607146458.363058,2896,0.03371669724583626
1607146473.873686,2920,0.033778879791498184
1607146504.117828,2967,0.03384566307067871
1607146509.258438,2975,0.033855702728033066
1607146533.152042,3011,0.0339135080575943
1607146545.236702,3030,0.03394078090786934
1607146550.379293,3038,0.03394956886768341
1607146552.285729,3041,0.033952366560697556
1607146570.33189,3069,0.03398030996322632
1607146589.546567,3099,0.03402908146381378
1607146625.466444,3155,0.03408725559711456
1607146629.278306,3161,0.03409543260931969
1607146639.478504,3177,0.03411710262298584
1607146650.989921,3195,0.034130606800317764
1607146651.648814,3196,0.034131381660699844
1607146673.650683,3230,0.03415177762508392
1607146680.099216,3240,0.03415801003575325
1607146682.032173,3243,0.03415970504283905
1607146682.70464,3244,0.034160222858190536
1607146683.992439,3246,0.03416140004992485
1607146684.638311,3247,0.034162018448114395
1607146700.749347,3272,0.0341750793159008
1607146721.904559,3305,0.034199442714452744
1607146747.638429,3345,0.03423589468002319
1607146767.787152,3376,0.034266434609889984
1607146785.207023,3403,0.034298449754714966
1607146788.451142,3408,0.034305639564991
1607146802.699485,3430,0.03432491794228554
1607146814.813307,3449,0.03434097766876221
1607146824.377619,3464,0.034356292337179184
1607146834.716323,3480,0.034372054040431976
1607146853.415287,3509,0.034402064979076385
1607146855.412748,3512,0.03440525010228157
1607146871.386318,3537,0.034452732652425766
1607146898.943697,3580,0.03455696254968643
1607146911.716349,3600,0.03456881642341614
1607146923.347353,3618,0.03458472713828087
1607146924.640449,3620,0.03458797186613083
1607146925.900644,3622,0.034591034054756165
1607146929.813104,3628,0.034599751234054565
1607146948.017122,3656,0.03465157374739647
1607146956.90278,3670,0.03467986732721329
1607146993.094054,3726,0.03479023650288582
1607146995.646616,3730,0.03479583561420441
1607147002.731797,3741,0.03480964154005051
1607147035.957322,3793,0.0348532572388649
1607147039.140816,3798,0.03485926240682602
1607147049.513601,3814,0.03487890213727951
1607147052.774374,3819,0.03488617017865181
1607147054.019902,3821,0.03488932177424431
1607147060.416088,3831,0.03490467742085457
1607147081.678266,3864,0.03493383154273033
1607147089.381587,3876,0.034941188991069794
1607147122.74918,3928,0.034991174936294556
1607147129.835698,3939,0.03500688076019287
1607147140.642214,3956,0.03502649441361427
1607147158.667823,3984,0.03504330292344093
1607147183.517738,4022,0.03509462624788284
1607147190.583023,4033,0.03510859236121178
1607147192.55873,4036,0.03511173278093338
1607147229.338625,4093,0.03514523804187775
1607147232.546097,4098,0.0351518951356411
1607147239.686357,4109,0.03516180068254471
1607147286.707234,4182,0.03518890589475632
1607147293.784972,4193,0.03519350290298462
1607147294.420747,4194,0.03519381955265999
1607147295.670826,4196,0.0351947546005249
1607147298.942696,4201,0.03519737720489502
1607147299.570406,4202,0.03519793972373009
1607147315.560743,4227,0.03520718961954117
1607147318.795499,4232,0.03520985320210457
1607147320.774982,4235,0.035213034600019455
1607147325.839945,4243,0.03522079065442085
1607147338.722043,4263,0.035230375826358795
1607147340.639746,4266,0.03523094952106476
1607147341.254422,4267,0.035231150686740875
1607147350.873038,4282,0.035240333527326584
1607147365.076965,4304,0.035250574350357056
1607147373.359931,4317,0.03525492176413536
1607147374.670649,4319,0.0352567583322525
1607147406.713724,4369,0.035282962024211884
1607147422.240758,4393,0.03528476506471634
1607147426.825327,4400,0.03528724983334541
1607147430.712845,4406,0.03528992831707001
1607147446.091664,4430,0.035308972001075745
1607147448.073574,4433,0.03531409800052643
1607147485.934428,4492,0.035335950553417206
1607147496.754638,4509,0.03533986210823059
1607147510.256013,4530,0.03534722700715065
1607147512.213675,4533,0.03534878045320511
1607147540.933017,4578,0.0353681705892086
1607147542.866214,4581,0.03537078574299812
1607147553.139995,4597,0.03538321331143379
1607147572.961071,4628,0.035396184772253036
1607147590.922204,4656,0.03541270270943642
1607147596.1743,4664,0.035421695560216904
1607147598.693906,4668,0.035428307950496674
1607147603.891163,4676,0.03544006496667862
1607147627.904124,4713,0.035470884293317795
1607147631.144866,4718,0.03547501191496849
1607147641.484707,4734,0.03548552468419075
1607147651.676459,4750,0.03550584241747856
1607147656.795002,4758,0.035515036433935165
1607147662.573471,4767,0.03552607074379921
1607147675.349319,4787,0.035539694130420685
1607147675.986204,4788,0.03554055839776993
1607147683.620449,4800,0.035549815744161606
1607147684.867897,4802,0.035550639033317566
1607147709.335891,4840,0.03556749224662781
1607147717.049213,4852,0.03557050973176956
1607147729.269572,4871,0.03557705879211426
1607147744.109483,4894,0.03558008372783661
1607147757.052272,4914,0.035582222044467926
1607147787.894695,4962,0.03559373691678047
1607147793.671079,4971,0.03559497743844986
1607147795.607691,4974,0.03559495881199837
1607147832.134462,5030,0.035612959414720535
1607147845.041818,5050,0.035620417445898056
1607147846.358451,5052,0.03562139347195625
1607147846.985329,5053,0.03562185913324356
1607147880.989257,5106,0.035666972398757935
1607147894.012766,5126,0.035692062228918076
1607147899.062736,5134,0.03570128232240677
1607147930.080943,5182,0.03573247417807579
1607147941.618303,5200,0.03575413301587105
1607147946.749638,5208,0.03576138615608215
1607147966.606368,5239,0.03577737882733345
1607147998.813292,5289,0.03578587621450424
1607148024.59967,5329,0.03579874336719513
