Wall time,Step,Value
1607062966.965002,18,0.028342414647340775
1607062989.875052,42,0.028342198580503464
1607062992.687774,45,0.02834220603108406
1607063003.025293,56,0.02834242768585682
1607063017.457814,71,0.028343042358756065
1607063039.715052,94,0.028343915939331055
1607066388.044988,27,0.028342314064502716
1607066390.989753,30,0.02834228053689003
1607066399.825626,39,0.02834220416843891
1607066461.393125,101,0.02834424562752247
1607066466.426392,106,0.0283444095402956
1607066487.281727,127,0.02834489941596985
1607066492.358889,132,0.028344979509711266
1607066499.30061,139,0.028345098719000816
1607066505.296518,145,0.028345244005322456
1607066540.460376,180,0.028345249593257904
1607066542.446538,182,0.028345229104161263
1607066550.496113,190,0.028345197439193726
1607066579.669049,219,0.02834530919790268
1607066599.433196,239,0.02834516204893589
1607066653.305798,293,0.028344614431262016
1607066654.313647,294,0.028344590216875076
1607066674.273947,314,0.028344077989459038
1607066692.570442,332,0.028344379737973213
1607066706.864356,346,0.028344469144940376
1607066771.747028,408,0.028346270322799683
1607066799.278931,435,0.028346503153443336
1607066815.620245,451,0.028346499428153038
1607066822.6763,458,0.028346527367830276
1607066823.713278,459,0.02834652177989483
1607066858.523582,492,0.028346434235572815
1607066874.060206,506,0.028346681967377663
1607066882.848202,514,0.02834683656692505
1607066888.263619,519,0.028346862643957138
1607066890.38709,521,0.02834683656692505
1607066903.341479,533,0.028346754610538483
1607066913.694488,543,0.028346670791506767
1607066958.820054,586,0.028348678722977638
1607066967.598163,594,0.028348878026008606
1607066976.127311,602,0.02834893949329853
1607067003.154562,628,0.028349662199616432
1607067012.666776,637,0.028350263833999634
1607067017.158124,641,0.028350479900836945
1607067019.546407,643,0.028350839391350746
1607067034.026451,657,0.02835414558649063
1607067036.108513,659,0.02835456095635891
1607067043.462709,666,0.028355736285448074
1607067051.643666,674,0.028356533497571945
1607067058.024775,680,0.02835710532963276
1607067087.330958,708,0.028359102085232735
1607067164.905112,781,0.028363188728690147
1607067199.292363,814,0.02836592309176922
1607067202.389772,817,0.02836626209318638
1607067219.791234,834,0.02836846187710762
1607067229.282141,843,0.028369970619678497
1607067230.324846,844,0.02837013453245163
1607067236.602919,850,0.028370516374707222
1607067242.780409,856,0.028371049091219902
1607067260.831847,874,0.028371743857860565
1607067263.780282,877,0.028371863067150116
1607067273.518649,886,0.028372185304760933
1607067325.509867,935,0.028373239561915398
1607067328.470574,938,0.028373416513204575
1607067334.653644,944,0.028373872861266136
1607067340.540102,950,0.028374124318361282
1607067355.660332,965,0.02837456203997135
1607067361.659867,971,0.02837485820055008
1607067366.637374,976,0.028374984860420227
1607067419.801752,1028,0.028380723670125008
1607067424.769268,1033,0.028381528332829475
1607067425.76205,1034,0.02838168293237686
1607067443.956398,1052,0.028383713215589523
1607067457.292449,1065,0.028386494144797325
1607067470.218844,1078,0.02838851884007454
1607067508.019494,1116,0.028393449261784554
1607067525.329951,1133,0.028394902125000954
1607067545.337087,1153,0.0283981803804636
1607067581.315402,1188,0.02840348146855831
1607067584.293815,1191,0.028403649106621742
1607067598.624641,1205,0.02840545028448105
1607067602.588025,1209,0.02840583585202694
1607067650.8427,1257,0.028409428894519806
1607067657.91246,1264,0.02841048873960972
1607067680.248479,1286,0.028413698077201843
1607067692.534299,1298,0.028414709493517876
1607067702.544776,1308,0.028416218236088753
1607067732.504602,1338,0.028421849012374878
1607067743.442944,1349,0.02842487208545208
1607067751.433409,1357,0.02842782624065876
1607067757.467679,1363,0.028430266305804253
1607067789.420863,1395,0.02844434231519699
1607067793.601618,1399,0.028445618227124214
1607067819.297622,1424,0.028450502082705498
1607067835.717989,1440,0.028451820835471153
1607067852.181966,1456,0.028453469276428223
1607067856.253767,1460,0.028454389423131943
1607067873.480241,1477,0.02846050262451172
1607067908.467828,1512,0.028473876416683197
1607067916.936866,1520,0.02847692370414734
1607067950.430795,1554,0.028485044836997986
1607067959.431898,1563,0.028490055352449417
1607067965.470978,1569,0.028493670746684074
1607067970.500946,1574,0.02849634177982807
1607067977.741938,1581,0.028499973937869072
1607067986.800296,1590,0.028505003079771996
1607068001.070212,1604,0.028510527685284615
1607068003.034613,1606,0.02851100079715252
1607068006.039728,1609,0.028511714190244675
1607068015.100702,1618,0.028513221070170403
1607068049.978215,1653,0.028519131243228912
1607068073.720105,1677,0.02852500043809414
1607068094.880178,1698,0.028529366478323936
1607068113.181158,1716,0.028532756492495537
1607068122.221757,1725,0.028534915298223495
1607068135.443786,1738,0.02853826992213726
1607068138.532147,1741,0.02853894792497158
1607068146.336889,1749,0.028539905324578285
1607068186.621796,1789,0.028544370085000992
1607068203.35437,1806,0.028548244386911392
1607068213.458336,1816,0.028549762442708015
1607068216.460198,1819,0.0285504050552845
1607068236.700205,1839,0.028555268421769142
1607068252.930652,1855,0.02855953574180603
1607068271.435592,1873,0.02856709063053131
1607068283.340212,1885,0.028572095558047295
1607068300.194429,1902,0.028576165437698364
1607068306.216652,1908,0.028576958924531937
1607068342.497016,1945,0.028585191816091537
1607068345.354421,1948,0.02858588472008705
1607068346.324927,1949,0.028586218133568764
1607068354.154924,1957,0.02858918346464634
1607068358.084939,1961,0.028590282425284386
1607068365.172169,1968,0.028591763228178024
1607068418.849184,2021,0.02860373817384243
1607068425.852919,2028,0.02860620804131031
1607068434.818079,2037,0.028609376400709152
1607068456.882728,2059,0.028615295886993408
1607068460.905617,2063,0.02861582674086094
1607068469.009424,2071,0.02861780673265457
1607068477.06595,2079,0.02862277626991272
1607068481.245756,2083,0.028626851737499237
1607068501.487223,2103,0.028643622994422913
1607068506.474311,2108,0.028646763414144516
1607068507.457739,2109,0.02864733710885048
1607068512.213894,2114,0.028649676591157913
1607068524.226473,2126,0.02865312620997429
1607068527.240675,2129,0.028653934597969055
1607068532.365298,2134,0.02865535579621792
1607068551.499046,2153,0.028661172837018967
1607068567.441304,2169,0.02866639383137226
1607068577.560801,2179,0.02866872400045395
1607068589.741359,2191,0.028671517968177795
1607068615.920086,2217,0.02867983840405941
1607068624.90844,2226,0.02868533879518509
1607068660.402363,2261,0.028695890679955482
1607068661.453673,2262,0.02869614213705063
1607068663.496701,2264,0.028696542605757713
1607068708.286185,2308,0.028711626306176186
1607068716.617739,2316,0.02871439792215824
1607068725.715332,2325,0.02871779352426529
1607068727.69472,2327,0.028718631714582443
1607068732.861447,2332,0.028720157220959663
1607068757.917634,2357,0.02872946672141552
1607068758.94388,2358,0.028730176389217377
1607068768.960565,2368,0.0287360567599535
1607068770.993615,2370,0.028737051412463188
1607068776.074456,2375,0.02873973734676838
1607068790.234514,2389,0.02874605357646942
1607068796.224488,2395,0.028747405856847763
1607068805.569455,2404,0.028750592842698097
1607068820.758813,2419,0.028756245970726013
1607068826.794323,2425,0.028758054599165916
1607068873.883316,2472,0.02878764644265175
1607068879.922502,2478,0.0287906713783741
1607068896.658531,2495,0.028799213469028473
1607068902.631892,2501,0.028802193701267242
1607137247.647527,2029,0.0286386888474226
1607137250.205131,2034,0.028652265667915344
1607137256.848157,2047,0.028682244941592216
1607137275.871743,2084,0.028794923797249794
1607137283.094311,2098,0.028854377567768097
1607137301.211889,2133,0.02895113080739975
1607137343.77327,2216,0.029120491817593575
1607137353.034969,2234,0.02915342152118683
1607137356.089273,2240,0.029166633263230324
1607137368.210136,2264,0.029218029230833054
1607137392.710447,2311,0.029296403750777245
1607137396.884746,2319,0.029306860640645027
1607137415.660021,2355,0.029358038678765297
1607137423.966694,2371,0.029383577406406403
1607137425.504464,2374,0.02938852272927761
1607137429.682373,2382,0.029400896281003952
1607137431.213537,2385,0.029405107721686363
1607137445.935,2413,0.029446840286254883
1607137461.519693,2443,0.029485605657100677
1607137490.715195,2499,0.029581615701317787
1607137493.837965,2505,0.02959524281322956
1607137502.190503,2521,0.02962711825966835
1607137511.470847,2539,0.029652224853634834
1607137511.976098,2540,0.029653294011950493
1607137529.748002,2574,0.029700804501771927
1607137535.043251,2584,0.02971530333161354
1607137536.590358,2587,0.029719112440943718
1607137537.108716,2588,0.029720265418291092
1607137538.145382,2590,0.02972249686717987
1607137538.644612,2591,0.02972356602549553
1607137551.684192,2616,0.029747163876891136
1607137569.049043,2649,0.029769960790872574
1607137589.920306,2689,0.029798094183206558
1607137606.027165,2720,0.02981744334101677
1607137620.191795,2747,0.02983754500746727
1607137622.808285,2752,0.029846081510186195
1607137634.169211,2774,0.029884284362196922
1607137644.079883,2793,0.02990998513996601
1607137651.919821,2808,0.029925908893346786
1607137660.151773,2824,0.02994455397129059
1607137675.044162,2853,0.02999020367860794
1607137676.608897,2856,0.029996180906891823
1607137689.815107,2881,0.030033504590392113
1607137712.427492,2924,0.030076537281274796
1607137722.781181,2944,0.03009575419127941
1607137732.16432,2962,0.03010682389140129
1607137733.222443,2964,0.030108653008937836
1607137734.233003,2966,0.030110793188214302
1607137737.397306,2972,0.0301169753074646
1607137752.289834,3000,0.03013659082353115
1607137759.658543,3014,0.030145833268761635
1607137788.878763,3070,0.030200976878404617
1607137790.978012,3074,0.030209874734282494
1607137796.704001,3085,0.030232703313231468
1607137812.920614,3116,0.030271263793110847
1607137817.10255,3124,0.03027721680700779
1607137823.932034,3137,0.030287988483905792
1607137826.554517,3142,0.030291365459561348
1607137834.909067,3158,0.03029974177479744
1607137837.528036,3163,0.030301693826913834
1607137838.567147,3165,0.030302463099360466
1607137843.757717,3175,0.03030889853835106
1607137845.894451,3179,0.030311640352010727
