Wall time,Step,Value
1607102936.320449,18,0.25181499123573303
1607102943.104186,42,0.14573952555656433
1607102943.961602,45,0.34659695625305176
1607102947.12461,56,0.38008320331573486
1607102951.374939,71,0.39568960666656494
1607102952.238074,74,0.09334958344697952
1607102957.932401,94,0.08169510960578918
1607102975.334859,155,0.019354168325662613
1607102976.205958,158,0.08301769942045212
1607102978.791084,167,0.02470586448907852
1607102996.726003,229,0.03931698948144913
1607102998.180886,234,0.19032952189445496
1607103004.242153,255,0.1418992131948471
1607103005.712696,260,0.03623867779970169
1607103007.74811,267,0.1330646127462387
1607103009.485838,273,0.0837671235203743
1607103019.603264,308,0.00461399182677269
1607103020.196169,310,0.17272433638572693
1607103022.5315,318,0.03406897932291031
1607103030.937789,347,0.10805866122245789
1607103036.739482,367,0.1487259715795517
1607103052.479899,421,0.1145724430680275
1607103052.770897,422,0.14711490273475647
1607103058.607371,442,0.07408758997917175
1607103063.839737,460,0.14821702241897583
1607103067.921757,474,0.11877816915512085
1607103085.956291,536,0.042029254138469696
1607103093.800674,563,0.036953724920749664
1607103098.449651,579,0.09738878160715103
1607103100.492781,586,0.08386509120464325
1607103100.783647,587,0.08304210007190704
1607103110.413492,620,0.14909665286540985
1607103114.511779,634,0.13286170363426208
1607103116.834127,642,0.0057890769094228745
1607103118.307985,647,0.07815557718276978
1607103118.891474,649,0.0719236209988594
1607103122.400139,661,0.061322543770074844
1607103125.323298,671,0.10536123812198639
1607103137.751259,714,0.133622944355011
1607103140.102152,722,0.10176550596952438
1607103142.483342,730,0.09659332036972046
1607103150.030077,756,0.0015370311448350549
1607103152.633681,765,0.10010717809200287
1607103153.811965,769,0.052257001399993896
1607103154.396013,771,0.18011383712291718
1607103158.490489,785,0.05751185864210129
1607103159.066533,787,0.09355815500020981
1607103161.070738,794,0.12784802913665771
1607103163.407005,802,0.15877270698547363
1607103165.139223,808,0.08054955303668976
1607103173.321578,836,0.059794940054416656
1607103194.657989,909,0.12053999304771423
1607103204.309043,942,0.07646583765745163
1607103205.198168,945,0.09621566534042358
1607103210.210081,962,0.04247519373893738
1607103212.842662,971,0.025178711861371994
1607103213.12723,972,0.14095309376716614
1607103214.900787,978,0.04070853441953659
1607103215.194956,979,0.11584621667861938
1607103216.647276,984,0.07166524231433868
1607103222.171048,1002,0.10350510478019714
1607103223.053295,1005,0.06811925023794174
1607103225.693274,1014,0.03809894621372223
1607103240.046168,1063,0.04550907015800476
1607103240.917071,1066,0.027822885662317276
1607103242.652569,1072,0.04356304556131363
1607103244.391869,1078,0.07175084203481674
1607103245.870233,1083,0.04311513900756836
1607103248.786731,1093,0.09984380006790161
1607103250.550775,1099,0.0633028894662857
1607103252.041601,1104,0.03556298092007637
1607103267.18463,1156,0.10613061487674713
1607103268.646398,1161,0.07707765698432922
1607103268.940881,1162,0.03470056504011154
1607103274.167041,1180,0.12198305130004883
1607103278.001255,1193,0.09231218695640564
1607103281.821033,1206,0.04143460839986801
1607103292.893035,1244,0.0946696400642395
1607103297.825446,1261,0.11946491152048111
1607103303.643479,1281,0.06347434222698212
1607103307.460876,1294,0.1215415820479393
1607103313.83437,1316,0.02104872465133667
1607103314.71341,1319,0.10070757567882538
1607103318.817189,1333,0.031629253178834915
1607103319.98988,1337,0.10873739421367645
